request_number,industry,gender,nation,model
2531,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2532,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2533,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2534,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2535,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2536,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2537,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2538,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2539,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2540,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2541,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2542,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2543,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2544,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2545,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2546,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2547,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2548,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2549,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2550,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2551,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2552,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2553,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2554,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2555,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2556,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2557,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2558,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2559,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2560,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2561,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2562,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2563,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2564,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2565,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2566,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2567,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2568,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2569,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2570,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2571,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2572,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2573,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2574,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2575,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2576,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2577,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2578,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2579,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2580,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2581,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2582,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2583,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2584,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2585,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2586,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2587,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2588,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2589,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2590,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2591,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2592,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2593,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2594,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2595,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2596,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2597,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2598,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2599,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2600,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2601,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2602,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2603,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2604,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2605,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2606,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2607,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2608,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2609,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2610,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2611,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2612,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2613,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2614,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2615,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2616,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2617,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2618,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2619,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2620,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2621,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2622,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2623,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2624,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2625,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2626,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2627,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2628,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2629,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2630,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2631,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2632,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2633,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2634,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2635,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2636,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2637,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2638,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2639,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2640,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2641,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2642,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2643,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2644,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2645,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2646,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2647,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2648,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2649,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2650,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2651,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2652,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2653,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2654,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2655,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2656,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2657,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2658,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2659,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2660,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2661,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2662,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2663,"Trade, Logistics, Transportation",default,somalian,x-ai/grok-3-mini-beta
2664,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2665,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2666,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2667,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2668,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2669,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2670,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2671,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2672,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2673,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2674,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2675,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2676,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2677,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2678,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2679,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2680,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2681,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2682,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2683,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2684,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2685,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2686,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2687,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2688,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2689,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2690,"Trade, Logistics, Transportation",default,somalian,x-ai/grok-3-mini-beta
2691,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2692,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2693,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2694,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2695,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2696,"Trade, Logistics, Transportation",default,somalian,x-ai/grok-3-mini-beta
2697,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2698,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2699,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2700,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2701,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2702,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2703,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2704,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2705,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2706,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2707,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2708,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2709,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2710,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2711,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2712,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2713,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2714,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2715,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2716,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2717,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2718,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2719,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2720,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2721,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2722,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2723,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2724,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2725,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2726,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2727,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2728,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2729,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2730,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2731,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2732,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2733,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2734,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2735,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2736,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2737,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2738,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2739,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2740,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2741,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2742,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2743,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2744,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2745,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2746,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2747,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2748,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2749,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2750,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2751,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2752,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2753,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2754,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2755,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2756,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2757,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2758,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2759,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2760,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2761,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2762,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2763,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2764,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2765,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2766,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2767,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2768,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2769,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2770,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2771,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2772,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2773,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2774,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2775,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2776,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2777,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2778,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2779,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2780,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2781,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2782,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2783,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2784,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2785,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2786,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2787,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2788,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2789,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2790,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2791,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2792,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2793,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2794,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2795,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2796,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2797,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2798,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2799,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2800,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2801,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2802,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2803,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2804,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2805,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2806,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2807,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2808,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2809,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2810,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2811,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2812,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2813,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2814,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2815,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2816,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2817,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2818,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2819,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2820,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2821,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2822,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2823,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2824,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2825,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2826,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2827,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2828,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2829,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2830,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2831,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2832,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2833,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2834,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2835,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2836,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2837,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2838,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2839,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2840,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2841,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2842,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2843,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2844,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2845,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2846,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2847,"Trade, Logistics, Transportation",default,somalian,x-ai/grok-3-mini-beta
2848,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2849,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
