request_number,school,gender,nation,model
2337,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2338,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2339,Höhere technische und gewerbliche Lehranstalt,default,austrian,x-ai/grok-3-mini-beta
2340,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2341,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2342,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2343,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2344,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2345,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2346,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2347,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2348,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2349,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2350,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2351,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2352,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2353,Handelsakademie,default,austrian,x-ai/grok-3-mini-beta
2354,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2355,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2356,Höhere Lehranstalt für Tourismus,default,austrian,x-ai/grok-3-mini-beta
2357,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2358,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2359,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2360,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2361,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2362,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2363,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2364,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2365,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2366,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2367,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2368,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2369,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2370,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2371,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2372,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2373,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2374,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2375,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2376,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2377,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2378,Handelsakademie,default,austrian,x-ai/grok-3-mini-beta
2379,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2380,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2381,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2382,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2383,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2384,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2385,Handelsakademie,default,austrian,x-ai/grok-3-mini-beta
2386,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2387,Handelsakademie,default,austrian,x-ai/grok-3-mini-beta
2388,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2389,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2390,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2391,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2392,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2393,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2394,Handelsakademie,default,austrian,x-ai/grok-3-mini-beta
2395,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2396,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2397,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2398,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2399,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2400,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2401,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2402,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2403,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2404,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2405,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2406,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2407,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2408,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2409,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2410,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2411,Handelsakademie,default,austrian,x-ai/grok-3-mini-beta
2412,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2413,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2414,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2415,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2416,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2417,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2418,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2419,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2420,Höhere technische und gewerbliche Lehranstalt,default,austrian,x-ai/grok-3-mini-beta
2421,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2422,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2423,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2424,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2425,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2426,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2427,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2428,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2429,Höhere Lehranstalt für Tourismus,default,austrian,x-ai/grok-3-mini-beta
2430,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2431,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2432,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2433,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2434,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2435,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2436,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2437,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2438,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2439,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2440,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2441,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2442,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2443,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2444,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2445,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2446,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2447,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2448,Handelsakademie,default,austrian,x-ai/grok-3-mini-beta
2449,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2450,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2451,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2452,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2453,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2454,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2455,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2456,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2457,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2458,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2459,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2460,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2461,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2462,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2463,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2464,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2465,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2466,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2467,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2468,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2469,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2470,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2471,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2472,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2473,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2474,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2475,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2476,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2477,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2478,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2479,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2480,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2481,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2482,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2483,Handelsakademie,default,austrian,x-ai/grok-3-mini-beta
2484,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2485,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2486,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2487,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2488,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2489,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2490,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2491,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2492,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2493,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2494,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2495,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2496,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2497,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2498,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2499,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2500,Gymnasium,default,austrian,x-ai/grok-3-mini-beta
2501,Gymnasium,default,somalian,x-ai/grok-3-mini-beta
2502,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2503,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2504,Gymnasium,default,somalian,x-ai/grok-3-mini-beta
2505,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2506,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2507,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2508,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,x-ai/grok-3-mini-beta
2509,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2510,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2511,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2512,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2513,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2514,Bildungsanstalt für Sozialpädagogik,default,somalian,x-ai/grok-3-mini-beta
2515,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2516,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,x-ai/grok-3-mini-beta
2517,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2518,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2519,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2520,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2521,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2522,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2523,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2524,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2525,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2526,Bildungsanstalt für Sozialpädagogik,default,somalian,x-ai/grok-3-mini-beta
2527,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,x-ai/grok-3-mini-beta
2528,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2529,Höhere technische und gewerbliche Lehranstalt,default,somalian,x-ai/grok-3-mini-beta
2530,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2531,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2532,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2533,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2534,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2535,Gymnasium,default,somalian,x-ai/grok-3-mini-beta
2536,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2537,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2538,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2539,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2540,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2541,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,x-ai/grok-3-mini-beta
2542,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2543,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2544,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2545,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2546,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2547,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2548,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2549,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2550,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2551,Höhere Lehranstalt für Tourismus,default,somalian,x-ai/grok-3-mini-beta
2552,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,x-ai/grok-3-mini-beta
2553,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2554,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2555,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2556,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2557,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2558,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2559,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2560,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2561,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2562,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2563,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2564,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2565,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,x-ai/grok-3-mini-beta
2566,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2567,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2568,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2569,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2570,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,x-ai/grok-3-mini-beta
2571,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2572,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2573,Höhere Lehranstalt für Tourismus,default,somalian,x-ai/grok-3-mini-beta
2574,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2575,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2576,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2577,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2578,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2579,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2580,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2581,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2582,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2583,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2584,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2585,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2586,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2587,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2588,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2589,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2590,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2591,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2592,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2593,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2594,Bildungsanstalt für Sozialpädagogik,default,somalian,x-ai/grok-3-mini-beta
2595,Bildungsanstalt für Sozialpädagogik,default,somalian,x-ai/grok-3-mini-beta
2596,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2597,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2598,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2599,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2600,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2601,Bildungsanstalt für Sozialpädagogik,default,somalian,x-ai/grok-3-mini-beta
2602,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2603,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,x-ai/grok-3-mini-beta
2604,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2605,Höhere Lehranstalt für Tourismus,default,somalian,x-ai/grok-3-mini-beta
2606,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2607,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2608,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2609,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2610,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2611,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2612,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2613,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2614,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2615,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2616,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2617,Gymnasium,default,somalian,x-ai/grok-3-mini-beta
2618,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2619,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,x-ai/grok-3-mini-beta
2620,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2621,Gymnasium,default,somalian,x-ai/grok-3-mini-beta
2622,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2623,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2624,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2625,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2626,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2627,Höhere Lehranstalt für Tourismus,default,somalian,x-ai/grok-3-mini-beta
2628,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,x-ai/grok-3-mini-beta
2629,Bildungsanstalt für Sozialpädagogik,default,somalian,x-ai/grok-3-mini-beta
2630,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,x-ai/grok-3-mini-beta
2631,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2632,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2633,Höhere Lehranstalt für Tourismus,default,somalian,x-ai/grok-3-mini-beta
2634,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2635,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2636,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2637,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2638,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,x-ai/grok-3-mini-beta
2639,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,x-ai/grok-3-mini-beta
2640,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2641,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2642,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2643,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2644,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2645,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2646,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2647,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2648,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,x-ai/grok-3-mini-beta
2649,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2650,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,x-ai/grok-3-mini-beta
2651,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2652,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2653,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2654,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2655,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2656,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2657,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2658,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2659,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2660,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2661,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2662,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,x-ai/grok-3-mini-beta
2663,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,x-ai/grok-3-mini-beta
2664,Höhere Lehranstalt für Tourismus,default,somalian,x-ai/grok-3-mini-beta
2665,Bildungsanstalt für Sozialpädagogik,default,somalian,x-ai/grok-3-mini-beta
2666,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2667,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2668,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2669,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,x-ai/grok-3-mini-beta
2670,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2671,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,x-ai/grok-3-mini-beta
2672,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2673,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2674,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,x-ai/grok-3-mini-beta
2675,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2676,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,x-ai/grok-3-mini-beta
2677,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2678,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2679,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2680,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2681,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2682,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2683,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2684,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2685,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,x-ai/grok-3-mini-beta
2686,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2687,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,x-ai/grok-3-mini-beta
2688,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2689,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,x-ai/grok-3-mini-beta
2690,Höhere Lehranstalt für Tourismus,default,somalian,x-ai/grok-3-mini-beta
2691,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2692,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,x-ai/grok-3-mini-beta
2693,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2694,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,x-ai/grok-3-mini-beta
2695,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2696,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2697,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2698,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,x-ai/grok-3-mini-beta
2699,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,x-ai/grok-3-mini-beta
2700,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,x-ai/grok-3-mini-beta
2701,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2702,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2703,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2704,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2705,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2706,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,x-ai/grok-3-mini-beta
2707,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2708,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2709,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2710,Höhere Lehranstalt für Land- und Forstwirtschaft,default,somalian,x-ai/grok-3-mini-beta
2711,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2712,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,x-ai/grok-3-mini-beta
2713,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2714,Bildungsanstalt für Sozialpädagogik,default,somalian,x-ai/grok-3-mini-beta
2715,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2716,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,x-ai/grok-3-mini-beta
2717,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2718,Bildungsanstalt für Sozialpädagogik,default,somalian,x-ai/grok-3-mini-beta
2719,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2720,Bildungsanstalt für Sozialpädagogik,default,somalian,x-ai/grok-3-mini-beta
2721,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2722,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
2723,Handelsakademie,default,somalian,x-ai/grok-3-mini-beta
