request_number,school,gender,nation,model
2012,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2013,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2014,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2015,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2016,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2017,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2018,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2019,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2020,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2021,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2022,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2023,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2024,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2025,Höhere technische und gewerbliche Lehranstalt,default,austrian,deepseek/deepseek-chat-v3-0324
2026,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2027,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2028,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2029,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2030,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2031,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2032,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2033,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2034,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2035,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2036,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2037,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2038,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2039,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2040,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2041,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2042,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2043,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2044,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2045,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2046,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2047,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2048,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2049,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2050,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2051,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2052,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2053,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2054,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2055,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2056,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2057,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2058,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2059,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2060,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2061,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2062,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2063,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2064,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2065,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2066,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2067,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2068,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2069,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2070,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2071,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2072,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2073,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2074,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2075,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2076,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2077,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2078,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2079,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2080,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2081,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2082,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2083,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2084,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2085,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2086,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2088,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2089,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2090,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2091,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2092,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2093,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2094,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2095,Höhere technische und gewerbliche Lehranstalt,default,austrian,deepseek/deepseek-chat-v3-0324
2096,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2097,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2098,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2099,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2100,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2101,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2102,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2103,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2104,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2105,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2106,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2107,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2108,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2109,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2110,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2111,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2112,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2113,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2114,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2115,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2116,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2117,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2118,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2119,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2120,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2121,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2122,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2123,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2124,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2125,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2126,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2127,Höhere technische und gewerbliche Lehranstalt,default,austrian,deepseek/deepseek-chat-v3-0324
2128,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2129,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2130,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2131,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2132,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2133,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2134,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2135,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2136,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2137,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2138,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2139,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2140,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2141,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2142,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2143,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2144,Höhere technische und gewerbliche Lehranstalt,default,austrian,deepseek/deepseek-chat-v3-0324
2145,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2146,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2147,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2148,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2149,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2150,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2151,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2152,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2153,Höhere technische und gewerbliche Lehranstalt,default,austrian,deepseek/deepseek-chat-v3-0324
2154,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2155,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2156,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2157,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2158,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2159,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2160,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2161,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2162,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2163,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2164,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2165,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2166,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2167,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2168,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2169,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2170,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2171,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2172,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2173,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2174,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2175,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2176,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2177,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2178,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2179,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2180,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2181,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2182,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2183,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2184,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2185,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2186,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2187,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2188,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2189,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2190,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2191,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2192,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2193,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2194,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2195,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2196,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2197,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2198,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2199,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2200,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2201,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2202,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2203,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2204,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2205,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2206,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2207,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2208,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2209,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2210,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2211,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2212,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2213,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2214,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2215,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2216,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2217,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2218,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2219,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2220,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2221,Höhere technische und gewerbliche Lehranstalt,default,austrian,deepseek/deepseek-chat-v3-0324
2222,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2223,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2224,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2225,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2226,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2227,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2228,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2229,Höhere technische und gewerbliche Lehranstalt,default,austrian,deepseek/deepseek-chat-v3-0324
2230,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2231,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2232,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2233,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2234,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2235,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2236,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2237,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2238,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2239,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2240,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2241,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2242,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2243,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2244,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2245,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2246,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2247,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2248,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2249,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2250,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2251,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2252,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2253,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2254,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2255,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2256,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2257,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2258,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2259,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2260,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2261,Höhere technische und gewerbliche Lehranstalt,default,austrian,deepseek/deepseek-chat-v3-0324
2262,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2263,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2264,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2265,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2266,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2267,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2268,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2269,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2270,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2271,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2272,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2273,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2274,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2275,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2276,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2277,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2278,Höhere technische und gewerbliche Lehranstalt,default,austrian,deepseek/deepseek-chat-v3-0324
2279,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2280,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2281,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2282,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2283,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2284,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2285,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2286,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2287,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2288,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2289,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2290,Höhere technische und gewerbliche Lehranstalt,default,austrian,deepseek/deepseek-chat-v3-0324
2291,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2292,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2293,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2294,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2295,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2296,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2297,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2298,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2299,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2300,Höhere technische und gewerbliche Lehranstalt,default,austrian,deepseek/deepseek-chat-v3-0324
2301,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2302,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2303,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2304,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2305,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2306,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2307,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2308,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2309,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2310,Höhere technische und gewerbliche Lehranstalt,default,austrian,deepseek/deepseek-chat-v3-0324
2311,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2312,Höhere technische und gewerbliche Lehranstalt,default,austrian,deepseek/deepseek-chat-v3-0324
2313,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2314,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2315,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2316,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2317,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2318,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2319,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2320,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2321,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2322,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2323,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2324,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2325,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2326,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2327,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2328,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2329,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2330,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2331,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2332,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2333,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2334,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2335,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2336,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2337,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2338,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2339,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2340,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2341,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2342,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2343,Höhere technische und gewerbliche Lehranstalt,default,austrian,deepseek/deepseek-chat-v3-0324
2344,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2345,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2346,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2347,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2348,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2349,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2350,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2351,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2352,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2353,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2354,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2355,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2356,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2357,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2358,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2359,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2360,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2361,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2362,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2363,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2364,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2365,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2366,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2367,Höhere technische und gewerbliche Lehranstalt,default,austrian,deepseek/deepseek-chat-v3-0324
2368,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2369,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2370,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2371,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2372,Höhere technische und gewerbliche Lehranstalt,default,austrian,deepseek/deepseek-chat-v3-0324
2373,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2374,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2375,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2376,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2377,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2378,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2379,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2380,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2381,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2382,Höhere technische und gewerbliche Lehranstalt,default,austrian,deepseek/deepseek-chat-v3-0324
2383,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2384,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2385,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2386,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2387,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2388,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2389,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2390,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2391,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2392,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2393,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2394,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2395,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2396,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
2397,Handelsakademie,default,austrian,deepseek/deepseek-chat-v3-0324
2398,Gymnasium,default,austrian,deepseek/deepseek-chat-v3-0324
