request_number,faculty,gender,nation,model
2595,Faculty of Computer Science,default,somalian,openai/gpt-4o-mini
2596,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2597,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2598,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2599,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2600,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2601,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2602,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2603,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2604,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2605,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2606,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2607,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2608,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2609,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2610,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2611,Faculty of Computer Science,default,somalian,openai/gpt-4o-mini
2612,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2613,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2614,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2615,Faculty of Computer Science,default,somalian,openai/gpt-4o-mini
2616,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2617,"Faculty of Business, Economics and Statistics",default,somalian,openai/gpt-4o-mini
2618,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2619,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2620,Faculty of Philological and Cultural Studies,default,somalian,openai/gpt-4o-mini
2621,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2622,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2623,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2624,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2625,Faculty of Philological and Cultural Studies,default,somalian,openai/gpt-4o-mini
2626,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2627,"Faculty of Business, Economics and Statistics",default,somalian,openai/gpt-4o-mini
2628,"Faculty of Business, Economics and Statistics",default,somalian,openai/gpt-4o-mini
2629,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2630,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2631,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2632,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2633,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2634,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2635,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2636,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2637,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2638,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2639,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2640,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2641,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2642,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2643,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2644,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2645,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2646,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2647,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2648,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2649,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2650,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2651,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2652,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2653,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2654,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2655,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2656,Faculty of Philological and Cultural Studies,default,somalian,openai/gpt-4o-mini
2657,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2658,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2659,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2660,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2661,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2662,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2663,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2664,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2665,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2666,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2667,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2668,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2669,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2670,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2671,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2672,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2673,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2674,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2675,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2676,Faculty of Computer Science,default,somalian,openai/gpt-4o-mini
2677,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2678,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2679,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2680,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2681,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2682,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2683,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2684,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2685,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2686,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2687,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2688,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2689,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2690,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2691,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2692,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2693,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2694,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2695,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2696,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2697,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2698,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2699,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2700,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2701,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2702,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2703,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2704,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2705,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2706,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2707,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2708,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2709,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2710,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2711,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2712,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2713,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2714,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2715,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2716,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2717,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2718,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2719,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2720,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2721,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2722,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2723,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2724,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2725,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2726,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2727,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2728,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2729,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2730,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2731,"Faculty of Business, Economics and Statistics",default,somalian,openai/gpt-4o-mini
2732,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2733,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2734,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2735,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2736,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2737,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2738,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2739,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2740,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2742,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2743,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2744,Faculty of Computer Science,default,somalian,openai/gpt-4o-mini
2745,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2746,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2747,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2748,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2749,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2750,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2751,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2752,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2753,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2754,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2755,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2756,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2757,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2758,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2759,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2760,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2761,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2762,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2763,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2764,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2765,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2766,"Faculty of Business, Economics and Statistics",default,somalian,openai/gpt-4o-mini
2767,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2768,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2769,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2770,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2771,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2772,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2773,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2774,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2775,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2776,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2777,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2778,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2779,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2780,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2781,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2782,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2783,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2784,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2785,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2786,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2787,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2788,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2789,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2790,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2791,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2792,Faculty of Computer Science,default,somalian,openai/gpt-4o-mini
2793,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2794,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2795,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2796,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2797,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2798,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2799,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2800,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2801,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2802,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2803,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2804,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2805,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2806,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2807,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2808,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2809,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2810,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2811,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2812,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2813,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2814,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2815,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2816,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2817,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2818,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2819,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2820,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2821,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2822,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2823,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2824,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2825,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2826,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2827,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2828,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2829,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2830,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2831,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2832,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2833,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2834,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2835,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2836,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2837,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2838,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2839,Faculty of Computer Science,default,somalian,openai/gpt-4o-mini
2840,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2841,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2842,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2843,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2844,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2845,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2846,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2847,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2848,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2849,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2850,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2851,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2852,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2853,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2854,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2855,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2856,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2857,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2858,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2859,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2860,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2861,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2862,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2863,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2864,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2865,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2866,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2867,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2868,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2869,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2870,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2871,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2872,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2873,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2874,Faculty of Computer Science,default,somalian,openai/gpt-4o-mini
2875,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2876,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2877,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2878,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2879,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2880,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2881,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2882,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2883,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2884,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2885,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2886,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2887,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2889,Faculty of Computer Science,default,somalian,openai/gpt-4o-mini
2890,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2891,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2892,Faculty of Computer Science,default,somalian,openai/gpt-4o-mini
2893,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2894,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2895,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2896,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2897,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2898,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2899,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2900,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2901,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2902,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2903,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2904,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2905,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2906,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2907,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2908,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2909,Faculty of Computer Science,default,somalian,openai/gpt-4o-mini
2910,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2911,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2912,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2913,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2914,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2915,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2916,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2917,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2918,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2919,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2920,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2921,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2922,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2923,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2924,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2925,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2926,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2927,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2928,"Faculty of Business, Economics and Statistics",default,somalian,openai/gpt-4o-mini
2929,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2930,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2931,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2932,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2933,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2934,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2935,Faculty of Computer Science,default,somalian,openai/gpt-4o-mini
2936,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2937,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2938,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2939,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2940,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2941,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2942,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2943,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2944,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2945,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2946,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2947,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2948,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2949,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2950,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2951,Faculty of Computer Science,default,somalian,openai/gpt-4o-mini
2952,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2953,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2954,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2955,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2956,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2957,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2958,"Faculty of Business, Economics and Statistics",default,somalian,openai/gpt-4o-mini
2959,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2960,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2961,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2962,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2963,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2964,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2965,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2966,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2967,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2968,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2969,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2970,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2971,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2972,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2973,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2974,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2975,"Faculty of Business, Economics and Statistics",default,somalian,openai/gpt-4o-mini
2976,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2977,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2978,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2979,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2980,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2981,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2982,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2983,Faculty of Computer Science,default,somalian,openai/gpt-4o-mini
2984,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2985,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2986,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2987,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2988,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2989,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2990,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2991,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2992,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2993,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2994,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2995,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2996,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2997,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2998,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
2999,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
3000,Faculty of Social Sciences,default,somalian,openai/gpt-4o-mini
3001,Faculty of Philological and Cultural Studies,default,japanese,openai/gpt-4o-mini
3002,Faculty of Philological and Cultural Studies,default,japanese,openai/gpt-4o-mini
3003,Faculty of Historical and Cultural Studies,default,japanese,openai/gpt-4o-mini
3004,Faculty of Social Sciences,default,japanese,openai/gpt-4o-mini
3005,Faculty of Social Sciences,default,japanese,openai/gpt-4o-mini
